,prin_comp1,prin_comp2,prin_comp3
0,-2.54346582814,-1.07583809802,0.921190915471
1,3.38991627871,0.622311470127,1.04606149447
2,-0.285802453741,0.988844269767,0.365154834728
3,-2.58749734528,-0.646291646379,0.688909727929
4,-2.61778297963,-1.40671524153,-0.844319354464
5,-2.43048712377,-1.00400760675,-0.440977506366
6,3.22011822672,0.785677230765,-0.0183486403656
7,-1.39505859562,-0.777619205632,-3.39399987094
8,-3.31655056297,0.209674831472,3.97696812334
9,-0.442132464912,-1.49391615402,0.134440637949
10,-0.31239847085,-0.334750822519,0.397144317319
11,0.609115407895,-0.166325103419,0.535760203594
12,2.78209856979,0.17747427671,-0.253997885409
13,1.67132562356,1.0318895667,0.808784888268
14,4.37747778401,-2.10907814457,-0.834032274835
15,0.510554261756,-1.16592404352,-0.494293687929
16,0.43540127698,-0.790914100758,-0.210750930549
17,0.487209628578,-0.243456001624,0.760646222027
18,-1.94670454681,-0.363182248863,-0.486509467034
19,-1.78730347566,-0.705147383464,-0.326215198297
20,-0.134086559371,3.33650631781,1.28314928138
21,1.87812623132,1.50254826544,0.992016445909
22,2.32126297311,0.0280346068704,-0.309902565719
23,2.20835186012,0.0491860167124,-0.158365583947
24,0.596440002601,-0.541775646876,-0.950076963299
25,0.894357619147,-0.398428204565,-0.63753665713
26,-2.33568694362,5.80300843409,-2.4988220628
27,0.487209628578,-0.243456001624,0.760646222027
28,-1.94670454681,-0.363182248863,-0.486509467034
29,-1.78730347566,-0.705147383464,-0.326215198297
